ahp,alcoa,amerb,arco,coke,comme,dow,dupont,espey,exxon,fisch,ford,ge,gm,gte,gulf,hp,ibm,inger,iroqu,jnj,kimbc,kinar,kodak,luken,meico,merck,mmm,mobil,morris,pandg,pills,schlum,sears,sherw,tex
1.00462,1.02083,1.01215,0.98964,0.99224,0.9878,0.97826,0.99721,0.96,1.0,0.9847299999999999,1.0030299999999999,0.9859700000000001,0.99231,0.98734,1.0,0.9526600000000001,0.9868299999999999,0.99336,1.0270299999999999,0.98046,0.98529,0.9333299999999999,0.98141,1.00676,0.9904799999999999,0.9908799999999999,0.9822799999999999,0.9798,0.9909600000000001,0.97383,0.96809,1.00589,0.9887600000000001,1.0,0.9975799999999999
1.0069,0.98866,1.016,1.0,1.00939,0.96296,0.9722200000000001,1.01955,0.9722200000000001,1.00488,1.0,1.00604,1.01626,0.9974200000000001,0.98718,0.98515,1.0372700000000001,1.00616,1.00668,1.0,0.99003,0.99005,0.96429,1.0135299999999998,1.02013,1.0,1.00921,0.9974200000000001,1.01031,1.0127700000000002,0.99808,0.9835200000000001,1.0,0.99811,1.0031299999999999,1.00485
1.01142,1.00688,1.0,1.0157100000000001,1.0062,1.03846,1.01714,1.00274,1.02857,1.00243,1.02326,1.00901,1.004,1.02073,1.0064899999999999,1.01005,1.0299399999999999,1.01224,0.99336,0.9736799999999999,1.0,1.0201,0.96296,1.00935,1.0394700000000001,1.0,1.02007,1.01292,1.0051,1.0054100000000001,1.03654,1.01676,0.9804700000000001,1.00569,0.99065,1.0
0.99774,0.98861,0.99213,0.98454,1.00462,0.98765,0.98315,0.9993200000000001,1.0,1.0,1.01515,1.00298,1.01394,0.99492,1.0,0.99005,1.00581,1.0026899999999999,1.00668,1.0,0.98993,1.0024600000000001,1.0,1.00529,0.98734,1.00962,1.01252,0.98469,0.9822299999999999,1.0,0.9925799999999999,1.01099,1.01195,1.00189,1.00629,0.9975799999999999
0.9773799999999999,0.9907799999999999,0.98413,0.9947600000000001,0.9877299999999999,0.975,0.97429,1.00205,0.99306,1.00242,0.99254,0.9940700000000001,0.98625,1.00255,0.9871,0.99497,0.97688,0.9738600000000001,0.9867299999999999,0.94595,0.95593,1.02211,1.0,0.9934200000000001,1.0,1.0,0.99293,0.98705,1.00775,1.0,0.99439,0.9837,1.00394,0.99435,1.00937,1.00484
1.01389,0.9907,0.9919399999999999,0.98421,1.01863,1.0,1.02053,1.00409,0.95105,1.00242,1.0,0.9910399999999999,0.9960200000000001,1.01272,1.0,0.9798,0.97041,1.0117,0.9775799999999999,1.0,1.00709,1.0,0.96154,1.00397,0.98718,1.0,0.9893200000000001,1.01312,1.01026,0.98925,0.99624,0.99724,0.97255,0.9924200000000001,0.99375,1.00241
1.00685,1.00939,0.99187,1.01604,1.0061,1.05128,1.00575,1.01223,1.05882,1.00241,1.00752,1.00301,1.02,1.0050299999999999,1.0196100000000001,1.02062,0.9939,1.00544,1.02752,1.0,1.03169,0.9855799999999999,1.04,1.00264,1.0064899999999999,0.9904799999999999,1.0107899999999999,1.00518,1.0,1.0181200000000001,1.0188700000000002,1.0027700000000002,1.0121,1.0095399999999999,1.00629,0.99279
1.0090700000000001,1.04186,1.0,1.04211,1.00758,1.0,1.00571,1.0147700000000002,0.98611,0.9976,1.0447799999999998,1.03003,0.9980399999999999,1.01,1.0192299999999999,1.0303,0.9877299999999999,1.01725,1.01339,1.0,1.0,0.99024,0.96154,1.0263200000000001,1.0,1.0,1.0089,1.02062,1.01015,0.9839899999999999,1.01481,1.0,1.0199200000000002,1.00567,1.0,1.00242
1.05618,1.01563,1.02049,0.98485,1.01053,1.0,1.00852,1.00661,0.98592,1.00482,0.9714299999999999,1.00758,1.01768,1.0222799999999999,1.01258,1.0196100000000001,1.00621,1.0306,1.02203,1.0,0.99659,1.0,1.0,0.99744,1.0064899999999999,1.0,1.0582,1.0202,1.0125600000000001,1.00542,1.01642,1.01657,0.9628899999999999,1.0056399999999999,1.0031299999999999,1.00483
0.99149,1.0241799999999999,0.9839399999999999,1.0051299999999999,1.02083,0.9756100000000001,1.0112700000000001,1.02102,0.9857100000000001,1.0048,1.0,1.00585,1.0251,1.00726,0.99379,1.0,1.03704,0.99903,1.0131,1.0,1.02226,1.0468,1.04,1.00386,1.00645,1.00962,0.995,1.0074299999999998,1.00496,1.0036,0.9982,1.0,1.03854,1.01495,0.99065,1.01683
0.9892700000000001,1.01288,1.01224,0.9898,0.98251,1.0,1.0,0.9884200000000001,1.01449,0.99284,0.99265,0.98256,0.99435,0.99279,0.99375,0.9855799999999999,0.98214,0.9722200000000001,0.9827600000000001,1.05714,0.9983200000000001,0.99059,1.07692,0.9782299999999999,1.0,1.00952,0.9933,0.9778899999999999,0.9975299999999999,1.0071700000000001,0.9946,1.00815,0.9902299999999999,0.9834299999999999,0.9968600000000001,1.0023600000000001
0.99566,1.0021200000000001,1.02419,0.99485,1.0207700000000002,1.025,1.0083600000000001,0.99479,1.0,1.00721,1.0222200000000001,0.99408,1.00758,1.0,0.99371,0.9853700000000001,1.0,1.02525,0.9912299999999999,0.98649,1.0,0.99525,0.96429,1.00916,0.99359,1.0188700000000002,0.98482,1.0201,0.995,1.01068,1.0126600000000001,1.0108700000000002,1.00197,0.9943799999999999,0.99369,1.00708
1.0021799999999998,1.00423,1.00787,1.0,1.00581,1.0,0.98895,1.01047,1.01429,1.00239,1.0,0.99702,1.00752,1.00726,1.0,1.0,1.0,0.9980600000000001,0.98009,0.9863,0.95973,0.98329,1.0,1.01686,1.0032299999999998,1.03704,1.0137,0.9803,1.0050299999999999,1.00176,0.99464,0.98387,1.00394,1.0018799999999999,0.9857100000000001,1.00468
0.9913,0.9894700000000001,0.9843700000000001,0.98187,0.9826600000000001,1.0,0.98324,0.99482,1.0140799999999999,0.9904799999999999,0.97826,0.9910399999999999,0.98134,1.0024,1.00633,1.01485,0.9939399999999999,0.98701,1.0090299999999999,1.0,0.9930100000000001,0.99029,1.03704,0.97959,0.97749,1.10714,0.9797299999999999,0.99246,0.99,0.99121,0.99461,1.00546,0.99608,1.0056399999999999,0.9951700000000001,0.99534
0.9736799999999999,0.97234,0.99206,1.0079200000000001,0.98824,1.0,1.0,1.0026,1.02083,0.99519,0.98519,0.99398,0.9981,0.9928100000000001,0.9874200000000001,1.00488,1.0061,0.98421,1.00671,0.98611,0.98944,0.9951,1.0,0.9960899999999999,1.00658,0.9677399999999999,0.9620700000000001,0.98734,1.0,0.9716299999999999,0.98556,0.9972799999999999,0.9940899999999999,0.99439,0.97735,1.0014100000000001
1.0,1.01969,1.00405,0.9973799999999999,0.99702,1.0,1.00568,1.0,0.97959,1.00918,0.9924799999999999,1.0030299999999999,1.0,0.9975799999999999,0.9936299999999999,0.99029,1.0181799999999999,1.0227700000000002,1.00222,0.98592,1.03915,1.00985,1.0,1.0235299999999998,1.03922,0.975,1.0,1.02051,1.0,1.0219,1.00366,1.0,1.00396,1.0,0.98675,0.98821
0.98414,1.01931,0.98387,1.0,0.98806,1.0,0.9774,1.0026,0.9722200000000001,1.00484,0.9924200000000001,0.9909399999999999,1.0019,1.00242,1.00641,1.0,1.0119,0.98625,1.00222,0.9714299999999999,1.0,1.0,1.0,0.9961700000000001,0.96226,0.9658100000000001,0.9856600000000001,0.99497,1.0101,0.98929,0.9908799999999999,0.9972799999999999,1.0,1.01504,0.9983200000000001,1.00716
0.9908299999999999,1.02105,1.0082,1.00787,1.00604,1.0,1.00289,1.0025899999999999,1.0214299999999998,1.0,1.00763,1.01524,1.0095100000000001,1.00483,1.0,0.9951,1.02941,0.9980100000000001,0.99779,1.0,1.00685,1.02439,1.0,0.9833299999999999,0.9738600000000001,1.0,0.9909100000000001,0.9974700000000001,1.0075,1.01805,1.00921,1.0109299999999999,0.9984200000000001,1.01111,1.01345,1.00711
1.00926,1.0,0.99593,1.01302,0.9939899999999999,1.0122,1.01441,1.00775,0.9790200000000001,1.0,0.9697,0.9909899999999999,0.9905799999999999,1.00962,0.9936299999999999,1.0024600000000001,1.0114299999999998,1.0079799999999999,0.99335,1.11765,0.9932,1.01667,1.0,1.02086,1.01342,0.99115,0.9945,0.9949399999999999,0.9975200000000001,1.0,0.99635,0.9783799999999999,1.00396,1.00183,1.00498,1.00471
1.02752,1.0276299999999998,1.01633,0.98972,1.02417,0.98795,1.01705,1.02051,0.9857100000000001,1.00241,1.01563,1.0121200000000001,1.02662,1.00481,1.03846,0.9926299999999999,1.00565,1.01914,1.0044600000000001,1.0,0.9897299999999999,0.98361,1.0714299999999999,1.01405,1.00662,1.0,1.0,1.0152700000000001,1.00995,0.99645,1.00916,1.01105,0.99803,1.02011,1.0099,1.0070299999999999
1.01786,1.01815,1.03614,1.01039,1.01475,1.0122,1.03073,1.0050299999999999,1.01449,1.0,1.05385,1.02395,0.9963,1.00239,1.01235,1.04455,1.0393299999999999,1.0013,1.0066700000000002,0.9736799999999999,1.0173,1.00476,0.96667,0.98741,1.0986799999999999,1.01786,1.01476,1.01754,0.9852200000000001,1.00712,1.00363,0.99454,0.98024,1.02509,1.03595,1.00698
0.96711,1.01188,0.99225,0.98406,0.99419,0.98795,1.01084,0.995,0.9714299999999999,1.0024,0.9927,0.99708,1.0037200000000002,1.00239,1.0122,1.00948,1.01081,0.99935,0.9889600000000001,1.0,0.9932,0.97867,1.0,1.00255,0.97006,1.0087700000000002,0.98182,1.0024600000000001,1.005,0.9947,1.00542,0.9890100000000001,0.99395,1.00874,0.9842299999999999,1.0
1.01134,0.9921700000000001,0.9960899999999999,1.00794,1.0,1.03659,1.02145,1.0,1.0735299999999999,1.0048,1.0,1.0176,1.00926,1.0119,1.0272299999999999,1.0,1.02139,1.00841,1.0044600000000001,0.9729700000000001,1.00342,0.99031,1.0,1.01272,1.01235,0.98261,0.99444,1.03931,1.00498,1.0053299999999998,0.9982,1.01111,1.00203,1.026,1.01282,0.99769
1.00224,1.00197,0.98039,1.00787,1.0117,1.0,0.9973799999999999,1.0044,0.9863,1.0047700000000002,0.98529,1.02594,0.9981700000000001,1.0,1.0,1.0328600000000001,1.02094,1.01091,1.0066700000000002,0.9722200000000001,0.9931700000000001,1.0122200000000001,1.0,1.0075399999999999,0.9878,1.00442,0.9962799999999999,1.0236399999999999,1.01485,1.0,1.00901,1.0,1.01215,1.0135100000000001,1.0,0.99074
0.99105,0.97244,1.008,1.0,1.0,0.9647100000000001,0.9894700000000001,0.9931200000000001,1.0,1.0023799999999998,1.00746,0.98315,1.0,0.99059,1.0059200000000001,0.9909100000000001,0.9589700000000001,0.99746,0.9955799999999999,1.0,0.99313,1.00242,1.0,0.98254,0.9784,1.00881,0.97009,0.99677,1.00976,0.9894,0.9928600000000001,0.99451,0.996,0.9813299999999999,0.99051,0.99766
1.00226,0.9838100000000001,1.01587,1.0,0.99711,1.0,1.03191,1.0100799999999999,0.9722200000000001,1.0,1.0,1.02857,1.02206,1.01188,1.0,1.0,1.02674,1.0413700000000001,1.0088700000000002,1.0,1.01736,1.0072299999999998,1.0,1.02284,1.04101,0.9956299999999999,1.0289,1.0325600000000001,1.0,0.9964299999999999,1.00719,1.00552,1.03614,1.01706,1.01597,1.00937
0.93694,1.0,0.99219,0.99219,1.00435,1.02439,0.98711,1.01508,0.95714,0.9928899999999999,0.99259,0.9833299999999999,0.9964,1.00704,0.9941200000000001,1.0091700000000001,0.97396,1.00367,0.99341,1.0,0.99659,1.01675,1.0,0.9900700000000001,0.9697,0.9912299999999999,0.98315,0.96847,0.9975799999999999,1.00358,1.00536,1.00824,1.00775,0.98993,1.00629,1.0
0.94471,0.9794200000000001,1.00394,0.99213,1.0,1.0119,0.9947799999999999,1.00495,1.07463,0.99523,1.00746,1.01695,0.98195,0.9976700000000001,1.01183,1.03568,1.02674,0.99635,1.0132700000000001,1.0,0.9897299999999999,0.99765,1.0344799999999998,1.01003,0.99687,1.00885,0.98667,1.00465,0.9975799999999999,0.9964299999999999,0.9911200000000001,1.00817,1.00385,0.9898299999999999,1.0,1.00232
1.03308,1.01681,0.99608,1.00265,0.9927799999999999,1.03529,1.01837,0.99631,1.01389,1.0024,1.0074100000000001,0.99444,0.98713,1.0,0.9883,0.99539,0.94271,0.99756,0.9956299999999999,1.0,0.97578,0.98585,0.9333299999999999,1.00744,1.0031299999999999,0.9912299999999999,0.99421,1.00926,1.00728,1.00896,0.9964200000000001,0.99459,0.9961700000000001,1.00514,1.00937,1.0
0.9876799999999999,0.99174,0.98819,0.99208,0.9854700000000001,0.96591,0.98969,0.98393,0.9726,0.99282,0.99265,0.98045,1.00745,0.9883200000000001,0.9881700000000001,0.96759,0.9558,0.96446,0.98246,0.9714299999999999,0.99645,1.00239,1.0714299999999999,0.9931,0.9625,1.0,0.9825200000000001,0.9724799999999999,0.99518,1.0,0.98561,0.9837,0.98462,0.9863700000000001,0.9907100000000001,0.9953700000000001
0.9950100000000001,0.99167,0.99203,1.00532,0.99115,0.98824,1.0,0.99623,0.9929600000000001,1.00241,1.0,0.9943,0.99815,0.9952700000000001,0.9820399999999999,0.9952200000000001,1.0289,0.99365,0.9910700000000001,1.05882,0.9982200000000001,0.98329,1.0,1.00499,0.99351,1.00885,0.98814,0.99292,0.99031,0.99467,1.00365,0.9834299999999999,0.99219,1.0103600000000001,1.0,1.00233
0.9899700000000001,0.9768899999999999,0.99197,1.0132299999999999,1.0119,0.9881,0.9974,1.00126,0.9929100000000001,1.0,0.99259,0.9942700000000001,1.0037,1.01188,1.0122,1.00962,0.9887600000000001,0.99169,1.0,0.9722200000000001,1.0,1.00485,1.0,0.9938,0.99346,1.01754,1.008,1.00475,1.0,1.0,1.0018200000000002,1.0,1.00787,1.0051299999999999,0.9906299999999999,1.0
1.00253,1.0129,0.99595,0.99739,1.00147,0.96386,1.01305,1.02015,1.02857,1.0,0.99254,1.02594,1.0110700000000001,1.0,1.01205,1.0,1.02273,1.0219200000000002,0.9955,1.0,1.00891,1.00966,0.9333299999999999,1.01498,1.0197399999999999,1.05172,1.00397,1.02128,1.00978,1.00714,1.0,0.9971899999999999,1.0,1.0085,0.99685,1.00464
0.9974700000000001,1.0021200000000001,0.99593,1.00262,0.99266,1.0,1.00515,0.98519,0.9583299999999999,0.9976,0.9924799999999999,0.9578700000000001,0.9726299999999999,0.9929600000000001,0.98214,0.9857100000000001,0.97778,0.9779200000000001,0.9773799999999999,1.0,1.00353,1.00383,1.0,0.99508,0.9871,0.96721,1.00632,0.99074,1.00242,0.9929100000000001,0.99093,0.99155,0.99219,0.9915700000000001,0.9920899999999999,0.9953799999999999
0.98987,1.0105899999999999,0.99592,1.0,0.99408,1.025,0.98718,0.9937299999999999,0.97101,1.0,0.9772700000000001,1.00587,0.98124,1.0023600000000001,0.9939399999999999,0.99034,0.96591,0.98839,1.0,0.9714299999999999,0.98592,0.9783700000000001,1.0357100000000001,0.9851700000000001,0.99346,0.98305,1.00791,0.98598,1.0,0.98214,0.9707,0.9772700000000001,0.98819,0.9949,0.9952200000000001,0.9976799999999999
1.0179,1.0021,1.0123,1.00261,0.99851,1.0,1.00519,1.01639,1.0447799999999998,0.99759,1.0,1.0,1.0,1.01179,1.0,0.9951200000000001,1.03529,1.01305,1.00926,1.0,1.01071,0.9926299999999999,0.89655,1.00125,1.0197399999999999,1.0344799999999998,1.00784,0.98815,1.0,1.02909,0.99434,0.9883700000000001,1.00199,1.00342,1.0,0.99535
0.98744,0.99582,0.9919,1.02604,1.00447,0.9756100000000001,1.01809,1.0,1.0,1.00483,1.0,0.99708,1.0210299999999999,1.0,1.0122,1.0,1.00568,0.98518,1.0,1.0,1.0,1.0099,1.07692,1.0,1.0129,0.9875,0.99611,0.98561,1.00242,0.9894,1.0038,0.98235,1.00994,0.9948899999999999,0.99359,1.00935
0.9949100000000001,1.0,1.0,0.99492,1.00742,1.0,0.99746,1.00124,1.01429,1.0024,0.9767399999999999,1.00292,1.01311,1.00699,0.99398,0.9951,0.9887,1.0052299999999998,0.99541,0.97059,1.00353,0.99755,0.9285700000000001,1.01003,1.00637,0.98734,1.01563,1.00243,0.99518,0.98929,1.00567,1.00599,0.99213,0.9965799999999999,1.00645,0.9953700000000001
0.99223,1.0042,1.0,1.0102,1.00265,1.0,1.02341,1.0086700000000002,1.0,1.0024,1.01587,1.02332,0.9889100000000001,1.0,0.98788,1.0049299999999999,1.04,0.9941399999999999,0.98387,1.0,0.98592,1.0024600000000001,1.07692,1.0,1.03797,1.0,1.03077,0.99029,1.00484,0.99639,1.01128,1.01786,1.00794,1.0017200000000002,1.03526,1.00465
1.01292,1.00209,1.00816,1.01768,1.00296,0.95,1.04261,1.01167,0.98592,1.00957,0.99219,1.0057,1.01121,1.00463,0.99387,1.01471,1.01099,1.00425,0.99766,1.0,1.01786,0.9828399999999999,1.0,0.9975200000000001,0.9817100000000001,1.01709,1.0056,1.00245,1.00241,1.01449,1.0037200000000002,1.04094,1.02362,1.0017200000000002,0.9845200000000001,1.00463
0.99235,0.99374,0.98785,1.00496,0.99115,1.0,1.0,1.00425,0.9714299999999999,1.0,0.9763799999999999,0.9943299999999999,0.9907600000000001,1.0,0.98765,0.9951700000000001,1.0054299999999998,0.9996700000000001,1.0046899999999999,1.0,0.9894700000000001,1.0274299999999998,1.0,0.9950200000000001,0.9875799999999999,1.01681,1.00557,1.0122200000000001,1.0024,1.0,0.98519,0.98315,1.02115,0.9965799999999999,0.9921399999999999,1.00461
1.0102799999999998,1.0042,1.0041,1.01481,1.0,1.01316,1.01442,1.00121,1.02941,1.00237,0.9758100000000001,1.00285,1.0093299999999998,1.00691,1.00625,0.98544,1.01081,1.01239,1.0,1.0,1.0,1.00971,1.0,1.01,0.9874200000000001,1.0,0.99631,1.0338200000000002,1.0,0.9985700000000001,1.0056399999999999,1.02857,1.01318,1.0034399999999999,1.0095100000000001,1.00688
0.9949100000000001,0.9916299999999999,0.9918399999999999,1.01217,1.0,1.0,1.00237,0.9975799999999999,0.94286,1.0,0.99174,0.9943200000000001,1.00739,1.00686,1.00621,0.9950700000000001,1.01604,1.01739,0.99766,1.0,0.9946799999999999,1.00962,0.85714,1.00495,1.01274,1.00826,1.00185,1.0,1.0048,1.0036200000000002,1.01682,1.0388899999999999,0.9962799999999999,1.0085600000000001,1.00471,1.00911
0.9718700000000001,0.9746799999999999,0.99177,0.9831700000000001,0.9851200000000001,0.96104,1.00946,1.00484,1.00758,1.00473,1.025,0.9885700000000001,1.0055,0.99545,0.9938299999999999,1.00495,1.0,0.99241,1.0070299999999999,1.0,1.00535,1.0,1.0,0.98645,0.98113,0.9877,1.00924,0.9929899999999999,1.0047700000000002,1.0036100000000001,0.9908100000000001,0.99465,1.00746,1.00509,0.99687,1.00451
0.9894700000000001,1.00216,0.99585,0.9828899999999999,0.99698,1.0,1.0,1.00783,0.97744,0.99765,0.9756100000000001,1.00578,0.99816,1.0022799999999998,1.00621,0.9950700000000001,0.97895,0.9853299999999999,0.99535,1.0,1.01773,1.00714,1.08333,1.00125,0.9903799999999999,0.9917,1.01282,1.0,1.0071299999999999,0.98561,1.00371,1.01075,0.97778,1.00338,1.0031299999999999,0.99551
0.99734,0.97624,0.9958299999999999,1.0,0.98788,1.0270299999999999,0.97424,0.9946200000000001,1.0,1.00708,1.0,0.97701,0.9852700000000001,0.9908899999999999,0.98765,0.9901,0.9516100000000001,0.9909399999999999,0.99065,1.0,1.0,0.99764,1.0,0.9950100000000001,0.9611700000000001,1.0127700000000002,0.9656399999999999,0.99059,1.0,1.0073,0.99261,0.97872,0.9697,0.9966299999999999,0.9875,1.00226
0.9733299999999999,0.96903,0.9916299999999999,0.99005,0.9785299999999999,0.9868399999999999,0.96635,0.98498,0.9230799999999999,0.99297,1.0,0.97941,0.97944,0.9747100000000001,0.99375,0.955,0.96045,0.9843200000000001,0.9905700000000001,1.0303,0.98955,0.95735,1.03846,0.9899700000000001,0.9932700000000001,0.9958,0.9868899999999999,0.9691200000000001,0.98821,0.97101,0.96462,0.97826,0.96875,0.98311,0.98892,0.9729700000000001
1.0137,0.96347,0.9831200000000001,0.9799,0.9984299999999999,1.0133299999999998,0.9577100000000001,0.9713200000000001,0.9333299999999999,0.98585,0.96667,0.98498,0.98855,0.98113,0.99371,0.97906,0.97059,0.96085,0.9881,0.97059,0.9876799999999999,0.99505,0.88889,0.9911399999999999,0.9762700000000001,0.98734,0.9810200000000001,0.96078,0.9809100000000001,0.9962700000000001,0.9729700000000001,0.9888899999999999,0.9516100000000001,0.9879700000000001,0.9808,0.99074
0.99459,1.04502,1.00429,1.0025600000000001,0.99215,0.9868399999999999,1.0311700000000001,1.01508,1.0357100000000001,0.9904299999999999,0.9913799999999999,1.02134,1.00386,1.0192299999999999,0.98734,1.02139,1.0181799999999999,1.02003,0.99518,1.0,1.00178,1.0,1.08333,0.9961700000000001,1.02083,0.9957299999999999,1.0058,1.0102,1.0,1.00375,1.0,1.0337100000000001,1.02966,0.99826,1.00489,1.00935
0.9972799999999999,0.9773200000000001,0.99145,0.98465,0.98734,1.0133299999999998,0.99244,0.97896,0.9913799999999999,0.98551,0.98261,0.98209,0.9769200000000001,0.98585,1.0,0.9947600000000001,0.9881,0.9627600000000001,0.9709399999999999,1.0,0.9839899999999999,1.0,0.9230799999999999,0.9769200000000001,0.96259,1.02146,1.0019200000000001,0.9772700000000001,0.9902700000000001,0.9944,0.9722200000000001,0.97826,0.96296,0.97909,1.0,0.98611
0.9972799999999999,0.9791200000000001,0.99569,0.9974,1.0,1.0,0.98477,0.99874,1.0087,1.0,1.0177,0.9969600000000001,0.98031,0.9952200000000001,0.99359,1.0,1.0060200000000001,0.9845299999999999,1.01746,1.0,0.9837299999999999,0.99005,1.16667,0.9908100000000001,0.9964700000000001,0.9958,1.00768,0.9974200000000001,1.00491,1.0,0.9918399999999999,0.96111,1.00855,0.9715299999999999,0.99351,1.0
0.99454,0.98815,1.01299,1.02083,1.00641,1.0,1.01031,1.01203,1.0,1.0098,1.0087,1.00915,1.0261,1.0192299999999999,0.99355,1.01579,1.0,1.01,1.03431,0.9697,1.0055100000000001,1.01508,1.0,1.01589,1.01064,1.0,0.9923799999999999,1.00518,1.0073299999999998,1.02064,1.00823,1.04046,1.00424,1.00549,1.00327,1.00939
0.98626,0.98082,0.9957299999999999,0.9898,0.98885,0.9868399999999999,0.98469,0.9787399999999999,1.00862,0.99515,1.01724,0.97885,0.9960899999999999,0.98585,1.0,1.00518,0.9820399999999999,0.9628700000000001,0.9857799999999999,0.96875,0.9945200000000001,0.9925700000000001,1.0714299999999999,0.98044,0.98246,1.0,0.9808100000000001,0.97165,0.99515,0.9889700000000001,0.99592,0.96667,0.97046,0.9562799999999999,1.00326,0.9907
1.0250700000000001,1.01956,1.00858,1.00773,1.00805,1.0,1.0,1.01214,1.00855,0.9951200000000001,1.0,1.01852,1.01965,1.01196,1.0064899999999999,0.98454,1.02439,1.02938,1.00481,1.09677,1.00368,1.01746,1.0,1.02128,1.0428600000000001,1.0,1.01957,1.01326,1.00244,1.01673,1.00615,1.01149,1.0,1.04,1.0,1.00235
